Comments,Label
بے غیرت انسان چھوڑ دے رب کے ساتھ شرک ٹھہرانا دلے تجھے کلمہ کوئی آیت نہیں آتی ڈھونگی پوٹھوہار کے بھی جاہل لوگ اپنی ماں بہن تیرے پاس ہاتھ پھروانے کے لیے لے آتے ہیں,offensive
حق خطیب سے بڑا کوئی بے غیرت نہیں دیکھا,offensive
"علامہ مولانا خادم حسین رضوی نے اکھیا سی
بزدلوں جے دین نہ پڑیا تے دین دیاں ترجمانی نہ کرو دین دی ترجمانی کیتی صلاح الدین ایوبی",offensive
بزدلوں جے دین نہ پڑیا تے دین دیاں ترجمانی نہ کرو دین دی ترجمانی کیتی صلاح الدین ایوبی,offensive
پیر حق خطیب صاحب کو چاہیے تھا کہ ایک قران پاک کی سورت ہی سنا دیتے تو اتنا بڑا یہ ڈرامہ نہ کرتے اور سب معاملات ایک روم میں بیٹھ کے اور باہر مجمعے کو لائیو دکھایا جاتا بچے بچے کو دو آیات ا جاتی ہیں حق خطیب کو ایک ہی نہیں اتی۔۔۔۔اب کون حق پہ ہے یہ فیصلہ ہم خود بھی کر سکتے ہیں,offensive
جالی پیر پاگل بناتا ہے لوگوں کو اقرار بھائی زندہ باد,offensive
"بھائ آپ اس پاگل کو حضرت کیوں کہ رہے ہیں 
پاگل آدمی",offensive
حق خطیب بہت بڑا بے غیرت ہے,offensive
خطیب چور ھے ھسپتال جائیں اور عریب لوگوں کا علاج کریں ۔ شاہ جی انیڈ تھائلنیڈ,offensive
بے شرم باطل خطیب اب معافی مانگ لے اللہ سے بھی عوام سے بھی,offensive
اگر حق حطیب سچا انسان ہوتا تو چند بندے اور ایک دو عورت کو لے کے چیلنج کرتا تو مزہ تھا اسنے اپنے بندے جما کر کے شور کروا کروا خود کو سچا ثابت کر رہا گندا حطیب,offensive
یہاں تو فالتو لوگ بھی بکواس کر رہے ہیں۔۔۔۔سب لوٹے ہیں۔۔۔,offensive
چورمچاے شور,offensive
ان عورتوں کی آنکھ سے کیوں نکالی ادھر اتنے آدمی ہیں کسی آدمی کی آنکھ سے نکالتے خود کو اولیا کہتے اتنے آدمیوں میں عورتوں کا تماشہ لگا رہے بے شرم,offensive
ماشاءاللہ اقرار بھائی اپ نے پیر کو پاگل کر دیا,offensive
"پہلے کہہ رہا ہے مریض کو ڈاکٹر چیک کرلیں جب انہوں نے کہا کہ ہاسپٹل چلے جاؤ تو ائیں بائیس ۔۔۔
پہلے کہتا ہے میں ولی نہیں ہوں پھر کہتا ہے میں پیر ہوں میں ہی پیر ہوں میں بڑا پیر اور ساتھ گندے اشارے بھی کیے۔۔۔
اپنے پر اتنا زور دیا اور قران پاک کی ایت پاک ایک بھی نہیں سنا سکی کیونکہ قران سے تعلق نہیں ۔۔۔",offensive
اس جھوٹے  پیر.  کو  جوتے مارو  .,offensive
سید اقرارالحسن زنداآباد.مکار ڈرامے باز حق خطیب,offensive
جو بے غیرت اس کے ساتھ انہوں نے اقرار الحسن کو بات ہی نہیں کرنے دی,offensive
یہ تو وہی عورت ہے اس کی کتنی بار اپ چین نکالو گے کتنی بار کیا اپ لوگ پاگل ہیں یہ اپ لوگوں کو سمجھنا ہی ا رہا,offensive
اقرار الحسن زندہ باد۔۔۔۔۔حق خطیب بے غیرت انسان ہے فراڈیا,offensive
ایسے ڈاکو کو گولی مارو,hate
جیسے چور چوری کرنے کے بعد بھی نہیں مانتا کہ اس نے چوری کی ہے اسی طرح یہ فراڈیا پیر ڈرامے کر رہا ہے,offensive
چور مچاۓ شور اس نے بات نہں کرنتھی اسی لیے  یہ ساراہ مجمہ اکٹھا کر لیا سچا تھا تو بیٹھ کر بات کرتا,offensive
ایک اللہ کا شیر اقرار الحسن پانچصفر کتوں اور ایک بڑے سور حق خطیب کا اکیلا مقابلہ کر رہا ہے کتو نے بھی حملہ کرنے کی بڑی کوشش کی اور حق خطیب سور نے بھی جیت سچ کی ہوئی اور باطل صرف شور مچاتا  رہ گیا,offensive
اقرار کو شرم حیا انی چاہیے لیکن یہ فل بے غیرت ہے,offensive
یہ شور مچا کر سمجھ رھا ہے کہ یہ بے غیرت سچا ہو جائے گا,offensive
اقرار جیسی زنانیاں محلے میں کوئی ھاتھ لگاۓ کپڑے پھاڑ کر تھانے پہنچ جاتی ھیں کہ فلاں نے میری شلوار اتار دی,offensive
پاگل خانہ,offensive
شعبدہ باز  جھوٹھا مکار شیطانی سرکار,offensive
شرک کی فکٹری۔بکواسی پیر,offensive
او تیرا دھوررررررر پھٹے منہ کنجرا میرے چار منٹ ضائع کر دیتے نی انی دایاں اے مذاق اے,offensive
چل بکواسی  بکواس کرتا ھے جاہلوں کو ایسی بکواس سنا کر آپنی دو کا ن  داری چمکا ی ھوی ھے,offensive
"بہت بڑا کنجر ہے، اولیاء اللّٰہ کو بد نام کر رہا ہے",offensive
یہ بے غیرت انسان ہے اس کو کیا پتا دین کا,offensive
تیری ماں دی سری جو بکواس کر رہا ہے,offensive
جاہل اللہ کے ولی حضرت ابراہیم بن ادھم جیسی ہستی کا وقعہ سنا کر اپنی شعبدہ بازی کو ان سے تشبیہ دے رہا ہے تیری اوقات نالی کے کیڑے جیسی بھی نہیں ہے تو اس سے بھی گندا ہے,offensive
کمینہ فراڈی,offensive
مکار  ۔۔۔ اور فراڈیا  ہے ۔۔۔,offensive
مشرک مشرک بکواس کرتا ہے,offensive
او سالے جھوٹے کمینے کنجرکے بچے کیوں پاکستان کی سیدھی سادی عوام کو پاگل بنا رہے ہو,offensive
بے شرم چپ کر,offensive
شاہ جی نے قرآن کے مقابلے میں مہر علی شاہ کو لے آئے یہ علم نہیں.... باقی آپکو مہر علی ہی پوچھیں گیں جی... باقی چورن بند اب... عوام کے آگے حقیقت کھل چکی ہے... آپکو اپنا عقیدہ رکھنا بھی ہے تو خاموشی سے رکھیں...ورنہ رولا ہے...,offensive
چرب زبانی میں ان صاحب۔  کا کوئی ثانی نہیں یاسین شور ڈال کر دباؤ ڈالا اور باقی صحابہ کے متعلق کیسی بکواس کر رہا ہے,offensive
ایت غلت پڑھی ہے کنجر نے,offensive
یاسین قادری قران و حدیث سے ثابت کر رہا ہے اور ذوالفقار گیلانی اپنے بابوں کی بکواس سنا رہا ہے۔ شاباش یاسین قادری۔,offensive
"اپ جھوٹوں کو صادق بناتے رہے بزدلوں کو بہادر کہا اپ نے
 کل ایمان سے جس کو نسبت نہ ہو اس کے ایمان کو میں نہیں مانتا
فقط حیدر امیر المومنین علیہ السلام",offensive
دوپانچ:تینصفر شاہ دی بے شرمی والی مسکراہٹ ۔۔۔۔۔,offensive
شاہ بے شرمی سے ہنس رہا ہے۔ ایکآٹھ:پانچآٹھ,offensive
یہ مولوی جو خود کو بار بار سید اور مولا علی ع کو با با جان کہہ رہے یہ نہ قران اور نہ ہی احادیث کو مان رہے ہیں اور قران سے افضل پیروں کی کہانیاں اور شور مچا کر سچے ہونا چاہتے ہیں اب منافقت نہیں چلے گی کیونکہ انٹر نیٹ کا دور ہےبا شعور لوگ ہیں یہ کہنے والے اب کم رہ گئے پیر جی آپ سچ کہہ رہے واہ واہ اب کوئ نہیں کہے گا دنیا سچائ جان چکی ہیے مگ آپ لوگوں کو پھر شرم نہیں نور سے خاکیوں بھلا کیا مقابلہ علامہ یاسین قادری سلامت رہے اللہ آپکو جزاۓ خیر دے الٰہی امین,offensive
"آنکھوں پہ چڑھا رہتا ہے جب بغض کا چشمہ
سورج کا کبھی رنگ سنہرا نہیں لگتا",offensive
بھائی یہ پروگرام آپکو کسی عالم کی موجودگی میں کرنا تھا آپکو کیا معلوم یہ سور صحیح بول رہا ھے یا نہیں,offensive
"یاسین رافضی نے جو صحابہ کرام کی شان میں گفتگو کرتے ہوئے جو بکواس کی ہے وہاں آواز کو کیوں بند کیا گیا
اسکی زبان کو لگام دی جائے",hate
ذوالفقار شاہ اتنا بے غیرت ہے جب وہ قرآن وحدیث کی روشنی میں بات کرتا ہے تو یہ جو ہر بات پر کہتا ہے اسے سادات سے بات کرنے کی تمیز نہیں خود قرآن وحدیث کی بات پر ہنسنے لگتا ہے,offensive
چاہۓ تو یہ تھا کہ مولوی یسین حضرت علی کو چضرت عمر سے بڑا مجاہد ثابت کرتا مکر یہ بد بخت عمر کو بزدل ثابت کرنے میں لک گیا اور یوں اس کی رافضیت بھی ظاہر ہو گئ,offensive
سورہ_مائدہ کی آیت پر اعتراض کیا شاہ صاحب نے تو میزبان نے لقمہ دیا کہ آیت کا حوالہ ٹھیک دیں لیکن جب قادری صاحب نے اپنا حوالہ درست ثابت کر دیا تو شاہ صاحب کے ساتھ میزبان صاحب کو بھی چپ لگ گئی کیوں؟,offensive
اویس تو اس یاسین اپنے پیارے سے مطالبہ کر کہ شیخ مجدد ثانی کے بارے میں کیا فتوی دیتا ہے. انہیں انکار قرآن پر کفر و گمراہی کا فتوی کیوں نہیں دیتا. آج مطالبہ کر وہ فتوی دے. اور متعہ کے نام پر فرج و بظر کی تقطیع کرتا رہے اور اویس اگر تو اس یاسین کی تایید کرتا ہے تو تو بھی پکا رافضی ہے تجھے بھی متعہ کے نام پر زنا کی چھوٹ مل جاءے گی.,offensive
اویس ربانی ڈنڈی نہ مارو,offensive
سید زادے کے سامنے اسکی کوٸی حیثیت نہیں ہے چاہئے تو یہ تھا مفتی مختار الحیدری یا مولانا عبدالجبار حیدری کو بلاکر اس کے سامنے بٹھاتے ان کے علم کےزناٹے دار تھپڑ کھا کر اس کی بکواس بند ہو جانی تھی,offensive
اس یاسین کی بکواس بند کرو وڈا علم لئی پھرتا ہے,offensive
علامہ یاسین قادری صاحب اپ نے اس جعلی سید کو پاگل کر دیا ہے,offensive
چور مچائے شور ۔ پیر صاحب کے ایک بھی سوال کا اس نے جواب نہیں دیا ضعیف روایتیں پڑھ پڑھ کے شور مچائے جا رہا ہے,normal
یاسین قادری پاگل ہو گیا ہے,offensive
"""فضائل علی کے زیادہ ہیں مگر افضل ابوبکر ہے"" ذلے شاہ پاگل ہو گیا ہے",offensive
"استغفر اللّٰہ 
یہ ذولفقار صاحب معذرت کے بکواس کر رہے ہیں ۔۔۔
ان کی نظر میں کلی افضلیت کسی کی نہیں ہے ۔۔
تو مناظرہ کیسا ہے ۔۔۔
ہم ان کو بتا رہے ہیں کہ اللّٰہ اور رسول کریم محمد صلی اللّٰہ علیہ وآلہ وسلّم کے بعد مولا علی کرم وجہہ الله الکریم افضل ہے ۔",offensive
یہ نام نہاد سید کتنا بے شرم شخص ھے ..قران کے مقابلے میں بابے لا رہا...,offensive
یاسین پادری کے پاس کوئی دلیل نہیں صرف بکواس کررہاہے,offensive
"مولا علی علیہ السلام سے تواتر سے ثابت ہے آپ نے فرمایا 
جو مجھے ابوبکر و عمر سے افضل کہے میں اسے اسی کوڑے ماروں گا",offensive
یاسین منہاجی نے اخری جملوں میں بات ہی ختم کر دی اور اور اپنے اپ کو حلالی بیٹا ثابت کرنے کی مکمل کوشش کی صحابہ کرام پر بکواس کر کے رافضیوں کا حلالی بیٹا ہونے کی,offensive
"رولا ڈالنے سے کوئ حق پر نہی ہوتا
بے سند و روایات پڑھ کہ حق ثابت کر رہا
مکار و رافضی

شاہ صاحب کو اللہ سلامت رکھے جنہوں نے جوش کے ساتھ ہوش بھی سلامت رکھے اور ایسے دلائل دیے ایک بھی جواب نہی دیا
رہی بات فضائل کی تو وہ جنابِ ابو بکر کے بھی اسی طرح پڑھے جا سکتے ہیں",offensive
یسین رافضی بہت بڑا بد تمیز اور کمینہ انسان ہے,offensive
جناب اویس ربانی صاحب آپ بھی سلامتی کے ساتھ رہیں پروردگار آپ کے اوپر بھی اپنا فضل اور کرم رکھے اویس ربانی صاحب ایک سوال تھا وہ یہ سورہ فاتحہ پڑھتے ہوئے یہ دوات پڑھا جاتا ہے اور اصحابہ کا نام لیتے ہوئے اور رضی تعالی عنہا کہا جاتا ہے تو اس کی انسر لیجئے گا کہ یہ دونوں جگہ پے ض ہیں ایک جگہ پہ د اور دوسری جگہ پے ض کیوں پڑھا جاتا ہے,offensive
